,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Gross Weight,Net Weight,Is Recyclable?,Min. Person Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_5741,"Single Male with three children, education: partial college working as skilled manual",S01em_OR,"Drinks from Beverages department, Ordered Brand : Washington","['Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food']",Lottery Cash Registerion,Deluxe,14.04 M,5.4756 M,29.0719,27.6183,no,30K+,2571.22,1734.8,503.07,336.53,290.7357
mc_ID_5742,"Married Female with two children, education: bachelors degree working as management",B06ls_CA,"Starchy Foods from Starchy Foods department, Ordered Brand : Discover","['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Video Store']",Save It (Sale),Gourmet,7.83 M,3.2886 M,,30.0894,yes,50K+,2199.56,1424.85,465.54,310.3,427.7617
mc_ID_5743,"Married Female with three children, education: bachelors degree working as professional",B14on_WA,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake","['Bar For Salad', 'Ready Food']",Full Free,,10.68 M,5.2332 M,27.6183,,yes,50K+,,2265.9,853.22,,736.907
mc_ID_5744,"Married Male with four children, education: bachelors degree working as professional",T02ma_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Johnson","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Super Savers,Deluxe,9.4 M,4.136 M,30.8162,27.909,no,70K+,3140.96,2055.29,654.13,436.09,373.9973
mc_ID_5745,"Single Male with five children, education: partial college working as clerical",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",Save Price,Deluxe,2.88 M,0.9792 M,30.8162,27.909,no,30K+,2840.48,2035.19,481.98,321.26,284.3028
mc_ID_5746,"Single Male with five children, education: partial high school working as skilled manual",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",One Day Sale,Deluxe,13.52 M,5.2728 M,18.3153,15.4081,no,10K+,2845.84,,481.98,321.26,767.3456
mc_ID_5747,"Married Male with one child, education: bachelors degree working as professional",B14on_WA,"Paper Products from Household department, Ordered Brand : Denny","['Ready Food', 'Bar For Salad']",Shelf Clearing Days,Supermarket,10.35 M,3.8295 M,27.0368,24.1296,yes,70K+,3687.88,2265.9,853.22,568.75,571.1683
mc_ID_5748,"Single Female with one child, education: high school degree working as skilled manual",O09ba_VE,"Vegetables from Canned Foods department, Ordered Brand : Bravo","['Ready Food', 'Bar For Salad']",Super Savers,Supermarket,4.98 M,1.6932 M,10.7421,9.2739,yes,30K+,3232.09,2448.37,470.27,313.55,754.7413
mc_ID_5749,"Married Female with two children, education: graduate degree working as management",G16ra_JA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",['Coffee Bar'],Budget Bargains,Small Grocery,2.21 M,1.105 M,26.8915,25.4379,no,90K+,2285.14,1393.88,534.29,354.88,386.6016
mc_ID_5750,"Married Male with one child, education: partial high school working as skilled manual",B06ls_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",Two Day Sale,Gourmet,4.14 M,1.6146 M,21.6585,17.1524,yes,10K+,2200.69,1424.85,465.54,310.46,588.4796
mc_ID_5751,"Married Female with No children, education: partial high school working as professional",A17co_GU,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake",[],Save It (Sale),Supermarket,5.62 M,2.7538 M,15.9895,11.6287,yes,150K+,2191.86,1623.48,341.05,225.39,353.7049
mc_ID_5752,"Single Female with two children, education: high school degree working as manual",B06ls_CA,"Eggs from Eggs department, Ordered Brand : Urban","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Price Cutters,Gourmet,7.48 M,3.2164 M,14.972,12.0648,yes,30K+,2203.43,,465.54,310.3,675.716
mc_ID_5753,"Married Male with one child, education: high school degree working as skilled manual",V13er_BC,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide","['Ready Food', 'Florist', 'Coffee Bar', 'Video Store', 'Bar For Salad']",Sale : Double Down,Deluxe,15.12 M,5.1408 M,,21.3678,yes,30K+,2151.28,1525.28,373.1,248.79,278.2883
mc_ID_5754,"Married Female with one child, education: bachelors degree working as professional",S01em_OR,"Breakfast Foods from Frozen Foods department, Ordered Brand : PigTail","['Ready Food', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist']",Lottery Cash Registerion,Deluxe,1.53 M,0.6885 M,21.3678,18.3153,no,50K+,2575.88,1734.5,503.07,335.38,646.4803
mc_ID_5755,"Single Male with two children, education: bachelors degree working as professional",V13er_BC,"Bread from Baked Goods department, Ordered Brand : Fantastic","['Florist', 'Video Store', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Sale : Double Down,Deluxe,8.97 M,3.0498 M,,16.7163,yes,70K+,2144,1522.28,373.1,248.79,278.2883
mc_ID_5756,"Single Male with four children, education: bachelors degree working as management",B14on_WA,"Side Dishes from Deli department, Ordered Brand : Red Spade","['Ready Food', 'Bar For Salad']",Go For It,Supermarket,12.4 M,5.58 M,24.275,21.3678,yes,50K+,3687.88,2265.9,853.22,,553.0202
mc_ID_5757,"Married Female with four children, education: partial high school working as manual",S18co_CA,"Vegetables from Frozen Foods department, Ordered Brand : Big Time",['Coffee Bar'],Big Time Saving,Small Grocery,4.14 M,1.7388 M,27.4729,22.9668,yes,10K+,2088.27,1423.37,398.93,266.76,631.1041
mc_ID_5758,"Single Female with four children, education: bachelors degree working as professional",H11go_ZA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Consolidated","['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",Price Winners,Deluxe,1.7 M,0.731 M,21.3678,18.3153,no,10K+,2841.35,2038.11,481.98,321.26,453.9117
mc_ID_5759,"Married Male with three children, education: bachelors degree working as management",M10da_YU,"Magazines from Periodicals department, Ordered Brand : Gauss","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Sale Winners,Deluxe,14.44 M,6.3536 M,,19.7689,no,50K+,2860.39,1871.16,593.93,395.95,519.7574
mc_ID_5760,"Married Female with three children, education: bachelors degree working as professional",L05es_CA,"Pure Juice Beverages from Beverages department, Ordered Brand : Token",['Florist'],Budget Bargains,Supermarket,2.34 M,0.9126 M,28.6358,25.7286,yes,50K+,2192.32,1320.15,523.32,348.85,738.7898
mc_ID_5761,"Single Female with four children, education: high school degree working as manual",C15ho_ZA,"Hygiene from Health and Hygiene department, Ordered Brand : Faux Products","['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",,Gourmet,2.6 M,1.274 M,,27.0368,yes,30K+,2205.98,1564.86,385.45,256.97,486.9653
mc_ID_5762,"Married Female with four children, education: graduate degree working as professional",S03le_WA,"Meat from Deli department, Ordered Brand : American",['Coffee Bar'],Sale Sale Sale,Supermarket,8.28 M,3.6432 M,10.8874,9.4193,yes,70K+,1967.4,1236.07,440.92,293.95,473.7334
mc_ID_5763,"Single Female with three children, education: partial high school working as professional",S03le_WA,"Magazines from Periodicals department, Ordered Brand : Robust",['Coffee Bar'],,,1.2 M,0.552 M,,,no,110K+,1970.94,1236.07,442.92,293.95,493.8689
mc_ID_5764,"Married Male with four children, education: partial high school working as skilled manual",S03le_WA,"Cleaning Supplies from Household department, Ordered Brand : Sunset",['Coffee Bar'],Price Slashers,Supermarket,9.76 M,3.6112 M,22.8214,19.7689,yes,10K+,1970.94,1236.07,440.92,293.95,402.6054
mc_ID_5765,"Married Female with three children, education: partial high school working as skilled manual",B06ls_CA,"Fruit from Produce department, Ordered Brand : Hermanos","['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",Two for One,Gourmet,3.78 M,1.2852 M,10.306,8.8524,no,10K+,,1424.85,465.54,,360.7131
mc_ID_5766,"Married Female with five children, education: partial high school working as manual",S18co_CA,"Frozen Entrees from Frozen Foods department, Ordered Brand : PigTail",['Coffee Bar'],I Cant Believe It Sale,Small Grocery,3.33 M,1.665 M,26.7461,23.6936,yes,30K+,2088.27,1423.37,398.93,265.98,605.8955
mc_ID_5767,"Single Female with three children, education: bachelors degree working as professional",V13er_BC,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good","['Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist', 'Ready Food']",I Cant Believe It Sale,Deluxe,11.85 M,4.3845 M,17.4431,13.0823,yes,50K+,2147.17,1525.28,373.1,250.17,535.9181
mc_ID_5768,"Married Male with three children, education: bachelors degree working as professional",M12ty_DF,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake",[],Coupon Spectacular,,10.17 M,4.5765 M,28.6358,,yes,50K+,3391.8,2085.67,783.64,521.88,759.9713
mc_ID_5769,"Single Male with two children, education: partial high school working as manual",S04ne_WA,"Frozen Entrees from Frozen Foods department, Ordered Brand : Big Time",[],Price Destroyers,Supermarket,6.6 M,2.64 M,22.8214,21.2225,yes,30K+,2814.81,2049.72,457.36,304.91,325.6198
mc_ID_5770,"Married Male with four children, education: graduate degree working as management",L05es_CA,"Paper Products from Household department, Ordered Brand : High Quality",['Florist'],Save Price,Supermarket,4.98 M,2.1912 M,10.5531,,no,110K+,2192.32,1320.2,523.32,348.85,670.486
mc_ID_5771,"Single Female with four children, education: partial high school working as manual",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Even Better",[],Tip Top Savings,Supermarket,13.0 M,4.55 M,25.0018,23.5482,yes,10K+,2810.11,2049.72,457.36,303.47,557.8318
mc_ID_5772,"Married Female with three children, education: high school degree working as manual",V13er_BC,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington","['Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",I Cant Believe It Sale,Deluxe,7.24 M,3.1856 M,16.7163,13.8091,yes,30K+,,1525.28,373.1,248.38,535.9181
mc_ID_5773,"Single Male with three children, education: high school degree working as skilled manual",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",[],Super Duper Savers,Supermarket,3.46 M,1.384 M,19.3328,16.4256,yes,30K+,2811.99,,457.36,304.91,527.7593
mc_ID_5774,"Married Male with three children, education: partial high school working as skilled manual",M12ty_DF,"Hot Beverages from Beverages department, Ordered Brand : Plato",[],Price Cutters,Mid-Size,2.36 M,1.1328 M,25.1472,23.5482,no,10K+,3395.83,2085.67,785.64,522.49,324.7307
mc_ID_5775,"Single Male with four children, education: partial high school working as skilled manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale",[],Super Duper Savers,Supermarket,7.92 M,2.8512 M,10.8002,7.8785,yes,10K+,2813.44,2049.72,457.36,304.91,527.7593
mc_ID_5776,"Married Female with five children, education: bachelors degree working as management",L05es_CA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",['Florist'],Roller Savings (High) ,Supermarket,5.91 M,1.8321 M,29.0719,26.1647,yes,70K+,2192.32,1320.15,523.32,348.85,532.6232
mc_ID_5777,"Married Female with two children, education: bachelors degree working as professional",M10da_YU,"Meat from Deli department, Ordered Brand : Moms","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Shelf Clearing Days,Deluxe,4.86 M,1.7982 M,14.8266,11.9049,yes,50K+,2862.83,1873.19,593.93,397.61,516.7763
mc_ID_5778,"Single Male with two children, education: bachelors degree working as professional",C15ho_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",,Gourmet,3.46 M,1.6608 M,,16.4256,yes,50K+,2207.28,1563.85,385.45,256.97,470.177
mc_ID_5779,"Single Female with one child, education: bachelors degree working as management",S03le_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Best",['Coffee Bar'],Dimes Off,Supermarket,7.41 M,2.8899 M,12.8934,,yes,50K+,1970.94,1236.07,,293.95,688.1634
mc_ID_5780,"Single Male with four children, education: bachelors degree working as professional",S18co_CA,"Vegetables from Produce department, Ordered Brand : Ebony",['Coffee Bar'],Dimes Off,Small Grocery,1.45 M,0.5075 M,20.7864,,yes,50K+,2086.22,1420.9,398.93,265.98,531.6295
mc_ID_5781,"Married Female with No children, education: bachelors degree working as professional",P07nd_OR,"Vegetables from Canned Foods department, Ordered Brand : Better",[],,Supermarket,5.6 M,1.792 M,,27.909,yes,50K+,1887.7,1508,227.8,,351.456
mc_ID_5782,"Single Male with three children, education: partial college working as management",C15ho_ZA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Big Time","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",Weekend Discount,Gourmet,5.54 M,1.939 M,28.9265,24.4204,yes,30K+,2207.28,1564.86,387.45,255.66,470.177
mc_ID_5783,"Single Male with No children, education: bachelors degree working as professional",S03le_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale",['Coffee Bar'],Big Time Saving,Supermarket,4.08 M,1.5504 M,19.6235,16.7163,no,50K+,1967.32,,442.92,292,710.234
mc_ID_5784,"Married Male with three children, education: bachelors degree working as professional",M10da_YU,"Vegetables from Produce department, Ordered Brand : Ebony","['Coffee Bar', 'Video Store', 'Ready Food', 'Florist', 'Bar For Salad']",,Deluxe,6.52 M,2.4776 M,,13.8091,yes,70K+,2858.9,1871.41,593.93,395.95,676.6574
mc_ID_5785,"Married Female with four children, education: bachelors degree working as professional",O09ba_VE,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Bar For Salad', 'Ready Food']",Savings Galore,Supermarket,15.56 M,7.002 M,28.7811,24.275,no,50K+,3232.19,2448.37,470.27,313.55,550.1437
mc_ID_5786,"Married Male with one child, education: graduate degree working as professional",M10da_YU,"Vegetables from Produce department, Ordered Brand : Hermanos","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist', 'Video Store']",Sale Winners,Deluxe,1.84 M,0.6624 M,20.0596,18.606,yes,110K+,2861.13,1871.16,,395.95,519.7574
mc_ID_5787,"Married Male with No children, education: high school degree working as professional",L05es_CA,"Canned Soup from Canned Foods department, Ordered Brand : Better",['Florist'],Savings Galore,Supermarket,1.89 M,0.756 M,23.2575,18.8967,yes,90K+,2192.32,1321.09,523.32,348.85,322.4295
mc_ID_5788,"Single Male with one child, education: partial high school working as manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Ebony",[],Big Time Discounts,Supermarket,11.88 M,5.2272 M,,22.24,yes,10K+,2807.99,2048.07,457.36,304.91,310.662
mc_ID_5789,"Married Female with one child, education: partial high school working as skilled manual",B06ls_CA,"Vegetables from Produce department, Ordered Brand : Ebony","['Bar For Salad', 'Video Store', 'Ready Food', 'Coffee Bar', 'Florist']",Sale Sale Sale,Gourmet,6.51 M,3.1899 M,22.676,21.2225,no,30K+,,,465.54,310.3,304.1768
mc_ID_5790,"Single Male with one child, education: bachelors degree working as professional",M12ty_DF,"Frozen Desserts from Frozen Foods department, Ordered Brand : PigTail",[],Full Free,Mid-Size,2.13 M,0.8307 M,29.0719,26.1647,no,50K+,3391.97,2085.67,783.64,524.29,778.5901
mc_ID_5791,"Single Female with five children, education: partial college working as management",M12ty_DF,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",[],Go For It,Mid-Size,2.07 M,0.7866 M,21.3678,18.3153,yes,30K+,3391.8,2084.09,783.64,522.49,717.3991
mc_ID_5792,"Single Male with one child, education: bachelors degree working as professional",S03le_WA,"Magazines from Periodicals department, Ordered Brand : Dollar",['Coffee Bar'],Discount Frenzy,Supermarket,8.55 M,4.104 M,20.4957,17.5885,yes,50K+,1969.49,1235.06,440.92,293.95,760.4943
mc_ID_5793,"Single Male with five children, education: high school degree working as skilled manual",H11go_ZA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Imagine","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Dimes Off,Deluxe,9.04 M,3.2544 M,21.5132,17.1524,yes,30K+,2841.35,2038.11,481.98,320.54,550.6144
mc_ID_5794,"Married Female with four children, education: high school degree working as professional",S04ne_WA,"Frozen Entrees from Frozen Foods department, Ordered Brand : Golden",[],Two for One,,6.33 M,2.1522 M,,,yes,150K+,2813.27,,457.36,304.91,300.8296
