,Person%20Description,Place%20Code,Customer%20Order,Additional%20Features%20in%20market,Promotion%20Name,Store%20Kind,Store%20Sales,Store%20Cost,Gross%20Weight,Net%20Weight,Weights%20Data,Is%20Recyclable?,Yearly%20Income,Store%20Area,Grocery%20Area,Frozen%20Area,Meat%20Area,Cost
mc_ID_2883,"Single Male with one child, education: high school degree working as professional",S03le_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : PigTail",['Coffee Bar'],Budget Bargains,Supermarket,5.12 Millions,2.048 Millions,22.24,19.3328,"{'Gross Weight': 22.24, 'Net Weight': 19.3328, 'Package Weight': 2.9072}",yes,110K+,1970.94,1236.07,442.92,293.95,687.5358
mc_ID_2884,"Single Male with No children, education: high school degree working as skilled manual",M10da_YU,"Vegetables from Produce department, Ordered Brand : Ebony","['Video Store', 'Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",,,6.51 Millions,2.2134 Millions,,21.2225,"{'Gross Weight': 22.676, 'Net Weight': 21.2225, 'Package Weight': 1.4536}",no,50K+,2861.13,,593.93,395.21,484.1411
mc_ID_2885,"Single Male with two children, education: high school degree working as skilled manual",S01em_OR,"Pizza from Frozen Foods department, Ordered Brand : PigTail","['Ready Food', 'Video Store', 'Florist', 'Coffee Bar', 'Bar For Salad']",,,2.9 Millions,1.16 Millions,,,"{'Gross Weight': 27.1822, 'Net Weight': 24.275, 'Package Weight': 2.9072}",no,30K+,2573.75,1734.5,503.07,335.38,265.6317
mc_ID_2886,"Single Female with four children, education: partial high school working as manual",S04ne_WA,"Baking Goods from Baking Goods department, Ordered Brand : CDR",[],Price Winners,Supermarket,2.85 Millions,0.912 Millions,11.9485,9.0413,"{'Gross Weight': 11.9485, 'Net Weight': 9.0413, 'Package Weight': 2.9072}",yes,10K+,2807.79,2049.39,457.36,304.91,599.358
mc_ID_2887,"Single Female with four children, education: high school degree working as skilled manual",B14on_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Johnson","['Ready Food', 'Bar For Salad']",Green Light Special,,3.04 Millions,0.912 Millions,16.1349,,"{'Gross Weight': 16.1349, 'Net Weight': 14.6813, 'Package Weight': 1.4536}",no,30K+,3689.32,2265.9,853.22,568.75,643.3946
mc_ID_2888,"Married Female with two children, education: bachelors degree working as professional",C15ho_ZA,"Specialty from Produce department, Ordered Brand : Tri-State","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Best Price Savers,Gourmet,10.52 Millions,4.3132 Millions,19.7689,18.3153,"{'Gross Weight': 19.7689, 'Net Weight': 18.3153, 'Package Weight': 1.4536}",yes,70K+,2203.62,1564.86,385.45,256.97,558.1979
mc_ID_2889,"Single Male with five children, education: partial high school working as skilled manual",H11go_ZA,"Baking Goods from Baking Goods department, Ordered Brand : Super","['Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist']",Tip Top Savings,Deluxe,7.8 Millions,3.354 Millions,17.007,15.4081,"{'Gross Weight': 17.007, 'Net Weight': 15.4081, 'Package Weight': 1.599}",yes,10K+,2841.35,2039.47,481.98,322.03,416.2557
mc_ID_2890,"Single Male with two children, education: bachelors degree working as professional",M10da_YU,"Canned Soup from Canned Foods department, Ordered Brand : Just Right","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food', 'Florist']",Shelf Clearing Days,Deluxe,7.48 Millions,3.5904 Millions,13.5329,9.1722,"{'Gross Weight': 13.5329, 'Net Weight': 9.1722, 'Package Weight': 4.3608}",yes,90K+,2858.85,1871.76,593.93,394,516.7763
mc_ID_2891,"Single Female with two children, education: high school degree working as manual",S01em_OR,"Canned Soup from Canned Foods department, Ordered Brand : Just Right","['Video Store', 'Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Price Slashers,Deluxe,7.2 Millions,3.528 Millions,29.7987,26.8915,"{'Gross Weight': 29.7987, 'Net Weight': 26.8915, 'Package Weight': 2.9072}",yes,30K+,2572.86,1734.5,503.07,334.89,282.9953
mc_ID_2892,"Single Female with three children, education: bachelors degree working as professional",S03le_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",['Coffee Bar'],Price Slashers,,2.98 Millions,1.341 Millions,19.0421,14.6813,"{'Gross Weight': 19.0421, 'Net Weight': 14.6813, 'Package Weight': 4.3608}",no,10K+,,1236.07,440.92,293.95,525.3012
mc_ID_2893,"Single Female with two children, education: high school degree working as skilled manual",T02ma_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Radius","['Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Save It (Sale),Deluxe,10.56 Millions,4.9632 Millions,17.7338,13.3585,"{'Gross Weight': 17.7338, 'Net Weight': 13.3585, 'Package Weight': 4.3753}",no,50K+,3145.51,2053.69,656.13,436.09,728.9051
mc_ID_2894,"Married Female with three children, education: bachelors degree working as management",M10da_YU,"Electrical from Household department, Ordered Brand : Red Wing","['Video Store', 'Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Sales Days,Deluxe,4.62 Millions,2.079 Millions,22.9668,21.5132,"{'Gross Weight': 22.9668, 'Net Weight': 21.5132, 'Package Weight': 1.4536}",no,70K+,2860.64,1871.91,593.93,395.95,608.772
mc_ID_2895,"Married Male with four children, education: partial high school working as skilled manual",L05es_CA,"Meat from Deli department, Ordered Brand : Red Spade",['Florist'],Two for One,,4.66 Millions,2.0504 Millions,27.7636,,"{'Gross Weight': 27.7636, 'Net Weight': 23.4028, 'Package Weight': 4.3608}",no,10K+,2192.32,1320.15,523.32,348.85,360.7131
mc_ID_2896,"Single Female with No children, education: partial high school working as manual",B06ls_CA,"Carbonated Beverages from Beverages department, Ordered Brand : Token","['Florist', 'Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar']",,Gourmet,3.87 Millions,1.3545 Millions,,6.8755,"{'Gross Weight': 9.7827, 'Net Weight': 6.8755, 'Package Weight': 2.9072}",no,10K+,2200.69,1424.85,465.54,310.3,404.3836
mc_ID_2897,"Married Male with one child, education: partial high school working as manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale",[],Budget Bargains,Supermarket,4.95 Millions,2.4255 Millions,19.4781,16.4256,"{'Gross Weight': 19.4781, 'Net Weight': 16.4256, 'Package Weight': 3.0525}",no,10K+,2807.66,2049.72,457.36,304.91,708.665
mc_ID_2898,"Single Male with five children, education: high school degree working as skilled manual",S03le_WA,"Vegetables from Produce department, Ordered Brand : Tri-State",['Coffee Bar'],,,6.63 Millions,2.1216 Millions,,27.0368,"{'Gross Weight': 28.4904, 'Net Weight': 27.0368, 'Package Weight': 1.4536}",yes,30K+,1971.6,1236.07,440.92,293.95,349.2594
mc_ID_2899,"Married Male with one child, education: high school degree working as professional",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Video Store', 'Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",,Deluxe,9.64 Millions,3.5668 Millions,,12.7625,"{'Gross Weight': 14.2307, 'Net Weight': 12.7625, 'Package Weight': 1.4681}",yes,110K+,,1734.5,503.07,335.38,363.3281
mc_ID_2900,"Single Female with three children, education: partial high school working as skilled manual",H11go_ZA,"Fruit from Produce department, Ordered Brand : Tri-State","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad', 'Video Store']",Price Winners,Deluxe,7.22 Millions,2.888 Millions,19.9142,16.8617,"{'Gross Weight': 19.9142, 'Net Weight': 16.8617, 'Package Weight': 3.0525}",yes,10K+,2841.35,2036.52,481.98,321.26,453.9117
mc_ID_2901,"Single Female with five children, education: high school degree working as manual",B06ls_CA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine","['Bar For Salad', 'Ready Food', 'Florist', 'Video Store', 'Coffee Bar']",Two Day Sale,,2.52 Millions,0.9576 Millions,27.7636,,"{'Gross Weight': 27.7636, 'Net Weight': 23.4028, 'Package Weight': 4.3608}",no,30K+,,1424.85,465.54,309.1,663.5824
mc_ID_2902,"Single Female with two children, education: partial high school working as skilled manual",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",[],Price Winners,Supermarket,6.76 Millions,2.4336 Millions,18.3153,15.4081,"{'Gross Weight': 18.3153, 'Net Weight': 15.4081, 'Package Weight': 2.9072}",no,10K+,2811.99,,,304.91,497.9483
mc_ID_2903,"Single Male with No children, education: bachelors degree working as professional",P07nd_OR,"Kitchen Products from Household department, Ordered Brand : Denny",[],,,5.7 Millions,1.824 Millions,,15.6988,"{'Gross Weight': 20.0596, 'Net Weight': 15.6988, 'Package Weight': 4.3608}",yes,50K+,1882.98,1508,227.8,151.9,635.1312
mc_ID_2904,"Single Female with two children, education: bachelors degree working as professional",O09ba_VE,"Bathroom Products from Health and Hygiene department, Ordered Brand : Consolidated","['Bar For Salad', 'Ready Food']",Savings Galore,Supermarket,2.19 Millions,1.0074 Millions,23.5482,20.641,"{'Gross Weight': 23.5482, 'Net Weight': 20.641, 'Package Weight': 2.9072}",no,50K+,3233.27,2446.17,470.27,313.55,550.1437
mc_ID_2905,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Paper Products from Household department, Ordered Brand : Sunset",[],Super Savers,Supermarket,6.36 Millions,2.7348 Millions,14.8266,11.9049,"{'Gross Weight': 14.8266, 'Net Weight': 11.9049, 'Package Weight': 2.9217}",no,50K+,2814.07,2049.72,457.36,302.98,339.8977
mc_ID_2906,"Single Female with two children, education: graduate degree working as professional",B06ls_CA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products","['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",Two for One,Gourmet,6.87 Millions,2.3358 Millions,28.6358,25.7286,"{'Gross Weight': 28.6358, 'Net Weight': 25.7286, 'Package Weight': 2.9072}",yes,90K+,2200.69,1424.85,465.54,310.21,360.7131
mc_ID_2907,"Married Male with one child, education: high school degree working as skilled manual",L05es_CA,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous",['Florist'],Save It (Sale),Supermarket,7.41 Millions,2.964 Millions,27.0368,24.1296,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",yes,30K+,2192.61,1320.15,523.32,349.75,427.7617
mc_ID_2908,"Married Male with No children, education: high school degree working as professional",S03le_WA,"Cleaning Supplies from Household department, Ordered Brand : High Quality",['Coffee Bar'],Two Day Sale,Supermarket,7.14 Millions,2.4276 Millions,11.5851,8.6634,"{'Gross Weight': 11.5851, 'Net Weight': 8.6634, 'Package Weight': 2.9217}",yes,90K+,1971.9,1236.07,442.92,293.95,477.3944
mc_ID_2909,"Married Female with four children, education: partial high school working as skilled manual",S01em_OR,"Kitchen Products from Household department, Ordered Brand : Red Wing","['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",,Deluxe,5.8 Millions,2.61 Millions,,8.0965,"{'Gross Weight': 11.0037, 'Net Weight': 8.0965, 'Package Weight': 2.9072}",yes,10K+,2572.86,1734.5,503.07,336.1,419.9167
mc_ID_2910,"Married Female with one child, education: bachelors degree working as professional",L05es_CA,"Dairy from Dairy department, Ordered Brand : Gorilla",['Florist'],Price Destroyers,Supermarket,7.2 Millions,3.528 Millions,28.1997,26.6008,"{'Gross Weight': 28.1997, 'Net Weight': 26.6008, 'Package Weight': 1.599}",yes,50K+,2192.32,1320.15,523.32,348.85,710.8616
mc_ID_2911,"Single Male with four children, education: bachelors degree working as professional",P07nd_OR,"Side Dishes from Deli department, Ordered Brand : Moms",[],GLD,,6.99 Millions,3.2853 Millions,14.972,12.0648,"{'Gross Weight': 14.972, 'Net Weight': 12.0648, 'Package Weight': 2.9072}",yes,50K+,,1508,229.8,151.9,727.9637
mc_ID_2912,"Married Male with three children, education: high school degree working as manual",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",[],Full Free,Supermarket,7.65 Millions,2.6775 Millions,17.7338,14.6813,"{'Gross Weight': 17.7338, 'Net Weight': 14.6813, 'Package Weight': 3.0525}",no,30K+,1886.63,1506.12,227.8,151.9,272.2738
mc_ID_2913,"Single Male with three children, education: partial high school working as professional",S04ne_WA,"Baking Goods from Baking Goods department, Ordered Brand : Super",[],Price Winners,Supermarket,11.76 Millions,3.7632 Millions,24.4204,21.3678,"{'Gross Weight': 24.4204, 'Net Weight': 21.3678, 'Package Weight': 3.0525}",yes,130K+,2814.28,2049.72,457.36,303,599.358
mc_ID_2914,"Single Male with one child, education: high school degree working as manual",B14on_WA,"Dairy from Dairy department, Ordered Brand : Carlson","['Ready Food', 'Bar For Salad']",Shelf Clearing Days,Supermarket,2.26 Millions,0.8814 Millions,20.4957,17.5885,"{'Gross Weight': 20.4957, 'Net Weight': 17.5885, 'Package Weight': 2.9072}",yes,30K+,3683.33,2265.9,853.22,568.75,571.1683
mc_ID_2915,"Single Male with four children, education: partial high school working as manual",P07nd_OR,"Hot Beverages from Beverages department, Ordered Brand : Plato",[],Best Price Savers,Supermarket,2.36 Millions,0.826 Millions,25.1472,23.5482,"{'Gross Weight': 25.1472, 'Net Weight': 23.5482, 'Package Weight': 1.599}",no,10K+,1892.06,1508,229.8,151.9,650.4028
mc_ID_2916,"Single Male with No children, education: partial high school working as skilled manual",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Saving Days,Gourmet,4.95 Millions,2.376 Millions,12.0794,9.1722,"{'Gross Weight': 12.0794, 'Net Weight': 9.1722, 'Package Weight': 2.9072}",no,30K+,2203.47,1425.75,465.54,311.05,350.9853
mc_ID_2917,"Married Female with three children, education: partial high school working as manual",T02ma_WA,"Bread from Baked Goods department, Ordered Brand : Fantastic","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Dollar Days,Deluxe,5.98 Millions,1.9136 Millions,19.6235,16.7163,"{'Gross Weight': 19.6235, 'Net Weight': 16.7163, 'Package Weight': 2.9072}",yes,10K+,3148.03,2056.52,654.13,436.26,725.9763
mc_ID_2918,"Single Male with one child, education: bachelors degree working as professional",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist']",Bag Stuffer,Deluxe,5.42 Millions,2.0596 Millions,30.0894,25.7286,"{'Gross Weight': 30.0894, 'Net Weight': 25.7286, 'Package Weight': 4.3608}",no,110K+,2574.57,,503.07,335.38,662.2226
mc_ID_2919,"Single Female with four children, education: high school degree working as skilled manual",S01em_OR,"Seafood from Seafood department, Ordered Brand : Dual City","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Big Time Saving,Deluxe,1.56 Millions,0.4836 Millions,27.3275,24.275,"{'Gross Weight': 27.3275, 'Net Weight': 24.275, 'Package Weight': 3.0525}",yes,30K+,2572.86,1734.5,503.07,335.38,279.5435
mc_ID_2920,"Single Male with two children, education: bachelors degree working as management",B14on_WA,"Specialty from Produce department, Ordered Brand : Hermanos","['Bar For Salad', 'Ready Food']",,Supermarket,10.12 Millions,4.4528 Millions,,22.8214,"{'Gross Weight': 24.4204, 'Net Weight': 22.8214, 'Package Weight': 1.599}",yes,10K+,3683.75,2265.9,853.22,567.22,432.0503
mc_ID_2921,"Married Female with five children, education: partial high school working as skilled manual",H11go_ZA,"Fruit from Produce department, Ordered Brand : Tell Tale","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Go For It,Deluxe,3.82 Millions,1.4134 Millions,30.0894,28.6358,"{'Gross Weight': 30.0894, 'Net Weight': 28.6358, 'Package Weight': 1.4536}",no,10K+,2843.13,2038.11,483.98,321.26,455.3761
mc_ID_2922,"Single Male with No children, education: bachelors degree working as professional",S04ne_WA,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",[],Sales Days,Supermarket,3.2 Millions,1.408 Millions,17.2978,14.376,"{'Gross Weight': 17.2978, 'Net Weight': 14.376, 'Package Weight': 2.9217}",no,70K+,2816.53,2051.28,459.36,304.91,610.5502
mc_ID_2923,"Single Female with four children, education: bachelors degree working as management",L05es_CA,"Canned Anchovies from Canned Foods department, Ordered Brand : Pleasant",['Florist'],You Save Days,Supermarket,10.32 Millions,4.4376 Millions,13.6928,10.7857,"{'Gross Weight': 13.6928, 'Net Weight': 10.7857, 'Package Weight': 2.9072}",yes,130K+,2192.32,,523.32,348.85,689.3663
mc_ID_2924,"Married Male with two children, education: partial high school working as skilled manual",S03le_WA,"Electrical from Household department, Ordered Brand : Denny",['Coffee Bar'],Budget Bargains,Supermarket,11.49 Millions,4.3662 Millions,20.3503,17.4431,"{'Gross Weight': 20.3503, 'Net Weight': 17.4431, 'Package Weight': 2.9072}",yes,50K+,1974.42,1236.42,442.92,293.95,754.0614
mc_ID_2925,"Married Male with No children, education: partial high school working as manual",S01em_OR,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Ready Food', 'Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar']",I Cant Believe It Sale,Deluxe,8.88 Millions,3.108 Millions,20.2049,17.1524,"{'Gross Weight': 20.2049, 'Net Weight': 17.1524, 'Package Weight': 3.0525}",yes,10K+,2577,1734.5,503.07,335.06,363.3281
